"Reporting starts","Reporting ends","Campaign name","Time of day (viewer's time zone)","Campaign Delivery","Ad set budget","Ad set budget type","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Amount spent (USD)",Ends
2025-05-01,2025-09-20,"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","05:00:00 - 05:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,2558,2846,,12.576191,Ongoing
2025-05-01,2025-09-20,"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","06:00:00 - 06:59:59",inactive,10,Daily,"7-day click or 1-day view",,,1230,1340,,4.364045,2025-06-10
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Target-2ND,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2475,2573,,9.542128,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2214,2399,,11.222974,2025-10-04
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","06:00:00 - 06:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,6272,6569,,23.41041,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG","06:00:00 - 06:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,7204,7561,,28.962616,2025-06-09
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1768,reach,1768,1823,0.66817073,1.181326,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",553,reach,553,553,1.12257159,0.620782,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",956,reach,956,964,1.00545388,0.961214,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"06:00:00 - 06:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",4363,reach,4363,4827,0.32589013,1.421859,2025-07-07
2025-05-01,2025-09-20,IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1460,1516,,4.26,2025-07-31
2025-05-01,2025-09-20,FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"06:00:00 - 06:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1503,1645,,6.4,2025-07-31
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"06:00:00 - 06:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,3355,3508,,17.880399,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"06:00:00 - 06:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,3654,4073,,22.91,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"06:00:00 - 06:59:59",inactive,40,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,811,894,,4.670642,Ongoing
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"06:00:00 - 06:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,4258,4664,,20.773666,Ongoing
2025-05-01,2025-09-20,"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","06:00:00 - 06:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,3987,4544,,23.412908,Ongoing
2025-05-01,2025-09-20,"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","07:00:00 - 07:59:59",inactive,10,Daily,"7-day click or 1-day view",,,1945,2101,,6.415947,2025-06-10
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Target-2ND,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click or 1-day view",,,3619,3924,,15.083363,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click or 1-day view",,,3141,3343,,15.794185,2025-10-04
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","07:00:00 - 07:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,19332,20301,,59.776582,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG","07:00:00 - 07:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,10043,10640,,38.723498,2025-06-09
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2049,reach,2049,2131,0.73288697,1.501685,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",997,reach,997,1032,1.07457345,1.07135,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1470,reach,1470,1495,1.09662301,1.612036,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"07:00:00 - 07:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3049,reach,3049,3165,0.35796218,1.091427,2025-07-07
2025-05-01,2025-09-20,IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2255,2344,,6.57,2025-07-31
2025-05-01,2025-09-20,FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"07:00:00 - 07:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2216,2363,,8.73,2025-07-31
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"07:00:00 - 07:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,4694,5078,,25.000558,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"07:00:00 - 07:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,4157,4603,,24.85,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"07:00:00 - 07:59:59",inactive,40,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,1258,1446,,7.541036,Ongoing
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"07:00:00 - 07:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,6399,7629,,37.548552,Ongoing
2025-05-01,2025-09-20,"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","07:00:00 - 07:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,6279,6998,,31.260531,Ongoing
2025-05-01,2025-09-20,"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","08:00:00 - 08:59:59",inactive,10,Daily,"7-day click or 1-day view",,,2312,2463,,7.526977,2025-06-10
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Target-2ND,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click or 1-day view",,,4011,4360,,16.113593,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click or 1-day view",,,3341,3514,,16.194291,2025-10-04
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","08:00:00 - 08:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,17793,18045,,52.953548,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG","08:00:00 - 08:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,9893,10251,,35.553212,2025-06-09
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1580,reach,1580,1607,0.78569194,1.241393,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2025,reach,2025,2058,1.30040374,2.633318,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2490,reach,2490,2508,1.15808905,2.883642,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"08:00:00 - 08:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1938,reach,1938,2071,0.43917057,0.851113,2025-07-07
2025-05-01,2025-09-20,IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2740,2740,,7.25,2025-07-31
2025-05-01,2025-09-20,FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"08:00:00 - 08:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2258,2416,,8.42,2025-07-31
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"08:00:00 - 08:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,5936,6581,,31.640706,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"08:00:00 - 08:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,4382,5075,,26.69,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"08:00:00 - 08:59:59",inactive,40,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,1366,1638,,11.28155,Ongoing
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"08:00:00 - 08:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,7727,8839,,44.846327,Ongoing
2025-05-01,2025-09-20,"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","08:00:00 - 08:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,6832,7656,,32.760077,Ongoing
2025-05-01,2025-09-20,"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","09:00:00 - 09:59:59",inactive,10,Daily,"7-day click or 1-day view",,,2257,2441,,7.456912,2025-06-10
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Target-2ND,"09:00:00 - 09:59:59",inactive,20,Daily,"7-day click or 1-day view",,,4106,4373,,15.843532,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,"09:00:00 - 09:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2668,2854,,11.77312,2025-10-04
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","09:00:00 - 09:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,45020,45020,,123.845072,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG","09:00:00 - 09:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,8191,8439,,28.032532,2025-06-09
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"09:00:00 - 09:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1386,reach,1386,1452,1.09791332,1.521708,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"09:00:00 - 09:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2033,reach,2033,2055,1.25096116,2.543204,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"09:00:00 - 09:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2659,reach,2659,2666,1.22004398,3.244097,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"09:00:00 - 09:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2904,reach,2904,3253,0.39997187,1.161518,2025-07-07
2025-05-01,2025-09-20,IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"09:00:00 - 09:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2366,2537,,6.94,2025-07-31
2025-05-01,2025-09-20,FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"09:00:00 - 09:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2172,2217,,7.32,2025-07-31
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"09:00:00 - 09:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,6097,6735,,30.410678,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"09:00:00 - 09:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,4173,4607,,23.66,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"09:00:00 - 09:59:59",inactive,40,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,1426,1607,,9.741338,Ongoing
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"09:00:00 - 09:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,8039,8813,,48.055348,Ongoing
2025-05-01,2025-09-20,"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","09:00:00 - 09:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,6497,7218,,31.680404,Ongoing
2025-05-01,2025-09-20,"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","10:00:00 - 10:59:59",inactive,10,Daily,"7-day click or 1-day view",,,2337,2577,,7.747181,2025-06-10
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Target-2ND,"10:00:00 - 10:59:59",inactive,20,Daily,"7-day click or 1-day view",,,4181,4596,,16.293633,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,"10:00:00 - 10:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2468,2625,,10.992913,2025-10-04
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","10:00:00 - 10:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,10333,10789,,30.563591,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG","10:00:00 - 10:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,7532,7874,,26.652408,2025-06-09
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"10:00:00 - 10:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1707,reach,1707,1722,1.19055706,2.032281,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"10:00:00 - 10:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3702,reach,3702,3702,1.27929945,4.735967,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"10:00:00 - 10:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2847,reach,2847,2925,1.34697682,3.834843,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"10:00:00 - 10:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1670,reach,1670,1733,0.47367307,0.791034,2025-07-07
2025-05-01,2025-09-20,IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"10:00:00 - 10:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2376,2465,,6.73,2025-07-31
2025-05-01,2025-09-20,FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"10:00:00 - 10:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2090,2159,,7.33,2025-07-31
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"10:00:00 - 10:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,6378,7033,,30.820688,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"10:00:00 - 10:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,4142,4580,,22.82,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"10:00:00 - 10:59:59",inactive,40,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,1543,1808,,10.661464,Ongoing
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"10:00:00 - 10:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,7909,8890,,39.497957,Ongoing
2025-05-01,2025-09-20,"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","10:00:00 - 10:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,5426,5957,,27.0718,Ongoing
2025-05-01,2025-09-20,"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","11:00:00 - 11:59:59",inactive,10,Daily,"7-day click or 1-day view",,,2315,2538,,7.496949,2025-06-10
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Target-2ND,"11:00:00 - 11:59:59",inactive,20,Daily,"7-day click or 1-day view",,,4047,4371,,15.683497,2025-10-04
2025-05-01,2025-09-20,CA-Toronto-Traffic-OCT2025-Interest-2ND,"11:00:00 - 11:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2624,2719,,11.022921,2025-10-04
2025-05-01,2025-09-20,"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","11:00:00 - 11:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,7322,7750,,24.260788,2025-06-09
2025-05-01,2025-09-20,"IT-Rome-EN-Traffic-MAY2025-Interest - Story-FB-IG","11:00:00 - 11:59:59",completed,"Using ad set budget",0,"7-day click or 1-day view",,,8081,8356,,30.892791,2025-06-09
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"11:00:00 - 11:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2099,reach,2099,2140,1.3354674,2.803146,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"11:00:00 - 11:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3279,reach,3279,3409,1.39242212,4.565752,2025-07-07
2025-05-01,2025-09-20,IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"11:00:00 - 11:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3564,reach,3564,3628,1.28669791,4.585791,2025-07-07
2025-05-01,2025-09-20,FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"11:00:00 - 11:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",1419,reach,1419,1419,1.00201454,1.421859,2025-07-07
2025-05-01,2025-09-20,IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"11:00:00 - 11:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2276,2333,,5.99,2025-07-31
2025-05-01,2025-09-20,FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"11:00:00 - 11:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1580,1648,,5.51,2025-07-31
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"11:00:00 - 11:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,6545,7072,,31.920712,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"11:00:00 - 11:59:59",inactive,30,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,3954,4645,,23.23,Ongoing
2025-05-01,2025-09-20,FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"11:00:00 - 11:59:59",inactive,40,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,1499,1776,,11.681605,Ongoing
2025-05-01,2025-09-20,IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"11:00:00 - 11:59:59",active,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,8127,8785,,40.387686,Ongoing
